id,crystal_structure(core/shell),Space group(core),Space group(shell),chemical formula,Structure,length (D),width,depth,shape,core_1,core_2(shell),Name,synonyms,Cas rn (core_1),Cas rn (core_2),Exp type,Scale bar (nm),microphotography pic,Spectrum,JCPDS card (core),JCPDS card (shell),X-ray tube (nm),Instrument,Crystalline size,Material fraction,curie temperature (K),temperature (K),H-range min (kOe),H-range max(kOe),Ms (emu/g),Hc (Oe),Mr (emu/g),Instrument,exchange bias shift Hb or Heb(Oe),vertical loop shift M vsl (emu/g),M-H curve,cooling fields (mT),FC field(T),"Hc of measurement (kOe) ",applied field(kOe),Article id,Method,Tb,Keff (effective anisotropy constant) (erg/cm3),Keff (Jm^-3),"Total magnetization ",Atomic mass ratio,Number of magnetic ions per unit cell,get_exchange_group_info,number_of_unique_magnetic_sites,number_of_magnetic_sites
280,"fcc, fcc",fm3m,fm3m,Ni/NiO,Ni/NiO,9,9,9,quasi-spherical,Ni1,Ni1O1,metallic Ni and nickel monoxide,,7440-02-0,1313-99-1,TEM,5,,,,,,,,,,5,-90,90,37.815,411.1,2.61,,-22.2,1.239,,500,0.5,5,,10.1039/c5tc01095k,"pyrolysis of an inorganic precursor taking place within the pores of an active carbon matrix at different temperatures between 673 and 1173 K, and a subsequent oxidation in air",,,,,,,,,
281,"fcc, fcc",fm3m,fm3m,Ni/NiO,Ni/NiO,10,10,10,quasi-spherical,Ni1,Ni1O1,metallic Ni and nickel monoxide,,7440-02-0,1313-99-1,TEM,5,,,,,,,,,,5,-90,90,36.97,512..95,4.21,,-24.05,0,,500,0.5,5,,10.1039/c5tc01095k,"pyrolysis of an inorganic precursor taking place within the pores of an active carbon matrix at different temperatures between 673 and 1173 K, and a subsequent oxidation in air",,,,,,,,,
282,"fcc, fcc",fm3m,fm3m,Ni/NiO,Ni/NiO,11,11,11,quasi-spherical,Ni1,Ni1O1,metallic Ni and nickel monoxide,,7440-02-0,1313-99-1,TEM,5,,,,,,,,,,5,-90,90,36.13,637.02,6.31,,-40.779,0,,500,0.5,5,,10.1039/c5tc01095k,"pyrolysis of an inorganic precursor taking place within the pores of an active carbon matrix at different temperatures between 673 and 1173 K, and a subsequent oxidation in air",,,,,,,,,
283,"fcc, fcc",fm3m,fm3m,Ni/NiO,Ni/NiO,16,16,16,quasi-spherical,Ni1,Ni1O1,metallic Ni and nickel monoxide,,7440-02-0,1313-99-1,TEM,5,,,,,,,,,,5,-90,90,50.4,538.876,13.11,,-57.4,0,,500,0.5,5,,10.1039/c5tc01095k,"pyrolysis of an inorganic precursor taking place within the pores of an active carbon matrix at different temperatures between 673 and 1173 K, and a subsequent oxidation in air",,,,,,,,,
284,"fcc, fcc",fm3m,fm3m,Ni/NiO,Ni/NiO,23,23,23,quasi-spherical,Ni1,Ni1O1,metallic Ni and nickel monoxide,,7440-02-0,1313-99-1,TEM,5,,,,,,,,,,5,-90,90,53.78,559.24,20.51,,-40.76,0,,500,0.5,5,,10.1039/c5tc01095k,"pyrolysis of an inorganic precursor taking place within the pores of an active carbon matrix at different temperatures between 673 and 1173 K, and a subsequent oxidation in air",,,,,,,,,
285,cubic,fd3m,0,MnFe2O4,MnFe2O4,5.4,5.4,5.4,octahedral,Mn1Fe2O4,0,manganese ferrite,manganese iron oxide,12063-10-4,0,,,,1,75-0034,0,0.1542,Shimadzu-6100,5.4,MnFe2O4,,300,-20,20,39.07,171.2,,PPMS,,0,,0,0,0,0.1,10.3390/ijms232314825,,,,,,,,,,
286,"cubic, cubic",fd3m,fd3m,MnFe2O4/Fe3O4,MnFe2O4/Fe3O4,9.1,9.1,9.1,octahedral,Mn1Fe2O4,Fe3O4,,,12063-10-4,1317-61-9,TEM,50,1,1,,,0.1542,Shimadzu-6100,9.5,MnFe2O4/Fe3O4,,25,-20,20,70.4,210.526,12.5,PPMS,-5.3,0,,1000,1,10,0.1,10.3390/ijms232314825,seed-mediated method using the organometallic decomposition of metal acetyl acetonates,,,,,,,,,
287,"cubic, cubic",fd3m,fd3m,MnFe2O4/Fe3O4,MnFe2O4/Fe3O4,10.7,10.7,10.7,octahedral,Mn1Fe2O4,Fe3O4,,,12063-10-4,1317-61-9,TEM,50,1,1,,,0.1542,Shimadzu-6100,11.7,MnFe2O4/Fe3O4,,200,-20,20,69.9,1.24,0.0794,PPMS,1.022,2.06,,3000,3,30,0.1,10.3390/ijms232314825,seed-mediated method using the organometallic decomposition of metal acetyl acetonates,,,,,,,,,
288,"face-centred cubic, cubic",fm3m,fm3m,Ni@NiO,Ni,11.96,11.96,11.96,sphere,Ni1,Ni1O1,,,7440-02-0,1313-99-1,SEM,200,1,,,,,,,,,5,-2,2,13.4,170,5.4,Quantum Design MPMS XL-5,-22,0,,200,0.2,2,0.1,10.1088/0957-4484/26/40/405704,physical synthesis,,,,,,,,,
289,"face-centred cubic, cubic",fm3m,fm3m,Ni@NiO,Ni@NiO,12.85,12.85,12.85,sphere,Ni1,Ni1O1,,,7440-02-0,1313-99-1,SEM,200,1,,,,,,,,,5,-2,2,12.9,230,6.9,Quantum Design MPMS XL-5,-45,0,,200,0.2,2,0.1,10.1088/0957-4484/26/40/405704,physical synthesis,,,,,,,,,
290,"face-centred cubic, cubic",fm3m,fm3m,Ni@NiO,Ni@NiO,14.38,14.38,14.38,sphere,Ni1,Ni1O1,,,7440-02-0,1313-99-1,SEM,200,1,,,,,,,,,5,-2,2,17.6,250,9.9,Quantum Design MPMS XL-5,-43,0,,200,0.2,2,0.1,10.1088/0957-4484/26/40/405704,physical synthesis,,,,,,,,,
291,"face-centred cubic, cubic",fm3m,fm3m,Ni@NiO,Ni@NiO,16.21,16.21,16.21,sphere,Ni1,Ni1O1,,,7440-02-0,1313-99-1,SEM,200,1,,,,,,,,,5,-2,2,21.6,230,8.4,Quantum Design MPMS XL-5,-62,1.92,,200,0.2,2,0.1,10.1088/0957-4484/26/40/405704,physical synthesis,,,,,,,,,
292,"face-centred cubic, cubic",fm3m,fm3m,Ni@NiO,Ni@NiO,18.47,18.47,18.47,sphere,Ni1,Ni1O1,,,7440-02-0,1313-99-1,,,,,,,,,,,,5,-2,2,31.5,440,16.2,Quantum Design MPMS XL-5,-250,2.69,,200,0.2,2,0.1,10.1088/0957-4484/26/40/405704,physical synthesis,,,,,,,,,
293,"face-centred cubic, cubic",fm3m,fm3m,Ni@NiO,Ni@NiO,21.09,21.09,21.09,sphere,Ni1,Ni1O1,,,7440-02-0,1313-99-1,,,,,,,,,,,,5,-2,2,16.1,420,7.1,Quantum Design MPMS XL-5,-310,5.38,,200,0.2,2,0.1,10.1088/0957-4484/26/40/405704,physical synthesis,,,,,,,,,
294,"face-centred cubic, cubic",fm3m,fm3m,Ni@NiO,Ni@NiO,16.77,16.77,16.77,sphere,Ni1,Ni1O1,,,7440-02-0,1313-99-1,,,,,,,,,,,,5,-2,2,14.9,550,6.2,Quantum Design MPMS XL-5,-570,6.923,,200,0.2,2,0.1,10.1088/0957-4484/26/40/405704,physical synthesis,,,,,,,,,
295,trigonal,r3c,0,BiFeO3,BiFeO3,24,24,24,sphere,Bi1Fe1O3,0,BFO,bismuth ferrite,12010-42-3,0,TEM,50,,,71-2494,,0.15406,PANalytical XPERT-PRO,24,BiFeO3,1100,60,-30,30,0.3547,391.3,0.0275,Quantum Design Versalab PPMS,173.9,-0.00458,,2000,2,20,,10.1088/1361-6463/abd432,tartaric acid assisted sol-gel,,,,,,,,,
296,orthorhombic,pbnm,0,Bi0.9La0.1FeO3,Bi0.9La0.1FeO3,31,31,31,sphere,Bi0.9La0.1FeO3,0,BLFO,,,0,TEM,50,,,,,0.15406,PANalytical XPERT-PRO,31,Bi0.9La0.1FeO3,,60,-30,30,0.375,593.4,0.018367,Quantum Design Versalab PPMS,902,-0.0102,,2000,2,20,,10.1088/1361-6463/abd432,tartaric acid assisted sol-gel,,,,,,,,,
297,trigonal,r3c,0,BiFeO3,BiFeO3,24,24,24,sphere,Bi1Fe1O3,0,BFO,,12010-42-3,0,,,,,71-2494,,0.15406,PANalytical XPERT-PRO,24,BiFeO3,,60,-30,30,0.3698,391.3,0.0275,Quantum Design Versalab PPMS,-173.9,0.00458,,2000,2,20,,10.1088/1361-6463/abd432,tartaric acid assisted sol-gel,,,,,,,,,
298,orthorhombic,pbnm,0,Bi0.9La0.1FeO3,Bi0.9La0.1FeO3,31,31,31,sphere,Bi0.9La0.1FeO3,0,BLFO,,,0,,,,,,,0.15406,PANalytical XPERT-PRO,31,Bi0.9La0.1FeO3,1100,60,-30,30,0.408,593.4,0.018367,Quantum Design Versalab PPMS,-902,0.0102,,2000,2,20,,10.1088/1361-6463/abd432,tartaric acid assisted sol-gel,,,,,,,,,
299,orthorhombic,pbnm,0,NdFeO3,NdFeO3,39,39,39,sphere,Nd0.90Ho0.10FeO3,0,Ho-doped Neodymium orthoferrite,,,0,FESEM,5000,1,1,,,0.15406,Bruker Advance D8,39,Nd0.90Ho0.10FeO3,,300,-20,20,2.42,200,0.25,VSM; 9600-1 LD,-10.86,0,,0,0,0,20,10.1038/s41598-023-43734-2,citrate method,,,,,,,,,
300,cubic,fd3m,0,CoFe2O4,CoFe2O4,7,7,7,octahedral,Co1Fe2O4,0,cobalt ferrite,,12052-28-7,0,TEM,20,1,1,,,0.1542,Shimadzu-6100,6.9,CoFe2O4,,5,-10,10,39.07,,,PPMS,,,,1000,1,10,0.1,10.3390/nano12020262,organometallic decomposition,,,55500,,,,,,
301,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,14,14,14,octahedral,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,,,,,,,,,,,,25,-10,10,,1728.159,45.8,PPMS,21.84,-0.7,,3000,3,30,0.1,10.3390/nano12020262,organometallic decomposition,,,,,,,,,
302,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,14,14,14,octahedral,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,,,,,,,,,,,,300,-10,10,,17.45,1.45,PPMS,0.85,0.09,,3000,3,30,0.1,10.3390/nano12020262,organometallic decomposition,,,,,,,,,
303,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,13,13,13,octahedral,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,,,1,,,,,,,,,5,-10,10,77.96,2735,58.33,PPMS,0,0,,0,0,0,0.1,10.3390/nano12020262,organometallic decomposition,,,12300,,,,,,
304,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,13,13,13,octahedral,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,TEM,20,1,1,,,0.1542,Shimadzu-6100,10.5,CoFe2O4/Fe3O4,,5,-10,10,74.4,2155.09,48.815,PPMS,-86,1.72,,2000,2,20,0.1,10.3390/nano12020262,organometallic decomposition,,,12300,,,,,,
305,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,13,13,13,octahedral,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,TEM,20,1,1,,,0.1542,Shimadzu-6100,10.5,CoFe2O4/Fe3O4,,25,-10,10,74.6,1928.8,46.985,PPMS,-10.8,2.26,,2000,2,20,0.1,10.3390/nano12020262,organometallic decomposition,,,12300,,,,,,
306,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,13,13,13,octahedral,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,TEM,20,1,1,,,0.1542,Shimadzu-6100,10.5,CoFe2O4/Fe3O4,,50,-10,10,73.97,1540.9285,43.4385,PPMS,-10.7,2.8,,2000,2,20,0.1,10.3390/nano12020262,organometallic decomposition,,,12300,,,,,,
307,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,13,13,13,octahedral,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,TEM,20,1,1,,,0.1542,Shimadzu-6100,10.5,CoFe2O4/Fe3O4,,100,-10,10,75.48,678.85,31.396,PPMS,-32.33,3.86,,2000,2,20,0.1,10.3390/nano12020262,organometallic decomposition,,,12300,,,,,,
308,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,13,13,13,octahedral,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,TEM,20,1,1,,,0.1542,Shimadzu-6100,10.5,CoFe2O4/Fe3O4,,200,-10,10,74.83,,,PPMS,,,,2000,2,20,0.1,10.3390/nano12020262,organometallic decomposition,,,12300,,,,,,
309,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,13,13,13,octahedral,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,TEM,20,1,1,,,0.1542,Shimadzu-6100,10.5,CoFe2O4/Fe3O4,,300,-10,10,69.97,,1.529,PPMS,,,,2000,2,20,0.1,10.3390/nano12020262,organometallic decomposition,,,12300,,,,,,
310,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,18.2,18.2,18.2,egg,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,,,1,,,,,,,,,5,-10,10,45.1,943.658,,PPMS,-70.342,3.835,,2000,2,20,0.1,10.3390/nano12020262,organometallic decomposition,,,21600,,,,,,
311,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,18.2,18.2,18.2,egg,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,TEM,20,1,1,,,0.1542,Shimadzu-6100,13.5,CoFe2O4/Fe3O4,,25,-10,10,43.4,957.76,,PPMS,-85.63,5.535,,2000,2,20,0.1,10.3390/nano12020262,organometallic decomposition,,,21600,,,,,,
312,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,18.2,18.2,18.2,egg,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,,,1,,,,,,,,,50,-10,10,40,880,,PPMS,-77.74,4.255,,2000,2,20,0.1,10.3390/nano12020262,organometallic decomposition,,,21600,,,,,,
313,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,18.2,18.2,18.2,egg,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,TEM,20,1,1,,,0.1542,Shimadzu-6100,13.5,CoFe2O4/Fe3O4,,100,-10,10,25.74,408.44,,PPMS,-112.875,6.6,,2000,2,20,0.1,10.3390/nano12020262,organometallic decomposition,,,21600,,,,,,
314,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,18.2,18.2,18.2,egg,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,,,1,,,,,,,,,200,-10,10,,,,PPMS,,,,2000,2,20,0.1,10.3390/nano12020262,organometallic decomposition,,,21600,,,,,,
315,"cubic, cubic",fd3m,fd3m,CoFe2O4/Fe3O4,CoFe2O4/Fe3O4,18.2,18.2,18.2,egg,Co1Fe2O4,Fe3O4,,,12052-28-7,1317-61-9,TEM,20,1,1,,,0.1542,Shimadzu-6100,13.5,CoFe2O4/Fe3O4,,300,-10,10,66.16,935,,PPMS,,,,2000,2,20,0.1,10.3390/nano12020262,organometallic decomposition,,,21600,,,,,,
316,orthorhombic,pbam,0,DyCrTiO5,DyCrTiO5,37,37,37,sphere,Dy1Cr1Ti1O5,0,,,,0,TEM,100,1,1,,,,Panalytical Emperyan,37,DyCrTiO5,,10,-60,60,,47.826,,VSM,-30,,1,6000,6,60,,10.1063/9.0000552,sol-gel,,,,,,,,,
317,orthorhombic,pbam,0,DyCrTiO5,DyCrTiO5,37,37,37,sphere,Dy1Cr1Ti1O5,0,,,,0,TEM,100,1,1,,,,Panalytical Emperyan,37,DyCrTiO5,,10,-60,60,,35.5,,VSM,-130,,1,6000,6,60,,10.1063/9.0000552,sol-gel,,,,,,,,,
318,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,28.98,28.98,28.98,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,50,1,1,,,0.154184,Bruker D8,30.06,Co/CoO,,4,-8,8,30.68,1840,22.4,MPMS-3,-848,0,1,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
319,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,28.98,28.98,28.98,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,50,1,1,,,,,,,,4,-8,8,27.55,1793,9.75,MPMS-3,-800,0,1,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
320,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,28.98,28.98,28.98,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,50,1,1,,,,,,,,4,-8,8,30.11,1600,9.9,MPMS-3,-784,0,1,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
321,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,50,1,1,,,,,,,,4,-8,8,33.06,1520,9.629,MPMS-3,-720,0,1,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
322,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,50,1,1,,,,,,,,4,-8,8,35.4,1440,10.2439,MPMS-3,-640,0,1,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
323,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,50,1,1,,,,,,,,4,-8,8,37.8,1440,9.268,MPMS-3,-640,0,1,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
324,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,50,1,1,,,,,,,,4,-8,8,59.78,1360,10.3448,MPMS-3,-480,0,1,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
325,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,50,1,1,,,,,,,,4,-8,8,112.416,1191,17.78,MPMS-3,-473,0,1,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
326,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,,,,,,,,,,,5,-40,40,37.17,1448.97,,MPMS-3,-601.796,,,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
327,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,,,,,,,,,,,50,-40,40,33.385,1443.868,,MPMS-3,-433.7,,,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
328,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,,,,,,,,,,,100,-40,40,29.735,1153,8.9,MPMS-3,-683.824,1.9,,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
329,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,,,,,,,,,,,150,-40,40,27.26,918.412,7.87,MPMS-3,-234.671,1.5,,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
330,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,,,,,,,,,,,200,-40,40,24.128,663.335,5.726,MPMS-3,-91.665,0.749,,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
331,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,,,,,,,,,,,250,-40,40,21.5,443.872,4.58,MPMS-3,-56,0.58,,1000,1,10,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
332,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,,,,,,,,,,,4,,,,676.67,,MPMS-3,-60.146,,,20,0.02,0.2,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
333,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,,,,,,,,,,,4,,,,721.784,,MPMS-3,-180.446,,,50,0.05,0.5,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
334,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,,,,,,,,,,,4,,,,1030.184,,MPMS-3,-533.957,,,500,0.5,5,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
335,"cubic, cubic",fm3m,fm3m,Co/CoO,Co/CoO,30.06,30.06,30.06,sphere,Co1,Co1O1,,,7440-48-4,1307-96-6,TEM,50,1,1,,,,,,,,4,,,,1075.184,,MPMS-3,-578.9,,1,5000,5,50,,10.3390/nano12183159,conventional sol-gel,,,,,,,,,
336,orthorhombic,pbam,0,GdCrTiO5,GdCrTiO5,38,38,38,sphere,Gd1Cr1Ti1O5,0,,,,0,TEM,100,1,1,,,0.15406,,38,GdCrTiO5,,2,-80,80,101.25,260.4,1.24,VSM,81.11,-0.44,1,7000,7,70,,10.1063/9.0000340,cost-effective sol-gel,,,,,,,,,
337,orthorhombic,pbam,0,GdCrTiO5,GdCrTiO5,38,38,38,sphere,Gd1Cr1Ti1O5,0,,,,0,,,,,,,,,,,,10,-80,80,80,268.92,0.56,VSM,79.292,-0.16,1,7000,7,70,,10.1063/9.0000340,cost-effective sol-gel,,,,,,,,,
338,orthorhombic,pbam,0,GdCrTiO5,GdCrTiO5,38,38,38,sphere,Gd1Cr1Ti1O5,0,,,,0,,,,,,,,,,,,50,-80,80,30,234.4,0.06,VSM,113.716,-0.12,1,7000,7,70,,10.1063/9.0000340,cost-effective sol-gel,,,,,,,,,
339,"cubic, tetragonal",fm3m,i41/amd,NiO/CoMn2O4,NiO/CoMn2O4,11.87,11.87,11.87,sphere,Ni1O1,Co1Mn2O4,Mn-Co-NiO-based heterostructured nanocrystals,,1313-99-1,7722-64-7,TEM,50,1,1,,,0.154184,Bruker D8,11.87,NiO/CoMn2O4,,5,-25,25,3.295,577.7,0.49,PPMS,-871.02,0.677,1,10,0.01,0.1,,10.1063/9.0000583,thermal decomposition,195,,,,,,,,
340,"cubic, tetragonal",fm3m,i41/amd,NiO/CoMn2O4,NiO/CoMn2O4,20.65,20.65,20.65,sphere,Ni1O1,Co1Mn2O4,Mn-Co-NiO-based heterostructured nanocrystals,,1313-99-1,7722-64-7,HRTEM,5,1,1,,,0.154184,Bruker D8,20.56,NiO/CoMn2O4,,5,-25,25,1.278,3467.27,0.59,PPMS,-1480.01,0.156,1,10,0.01,0.1,,10.1063/9.0000583,thermal decomposition,101,,,,,,,,
341,"cubic, tetragonal",fm3m,i41/amd,NiO/CoMn2O4,NiO/CoMn2O4,25.24,25.24,25.24,sphere,Ni1O1,Co1Mn2O4,Mn-Co-NiO-based heterostructured nanocrystals,,1313-99-1,7722-64-7,SEM,10000,1,1,,,0.154184,Bruker D8,25.24,NiO/CoMn2O4,,5,-25,25,2.26,229.74,0.3,PPMS,-159.24,0.115,1,10,0.01,0.1,,10.1063/9.0000583,thermal decomposition,,,,,,,,,
342,"cubic, tetragonal",fm3m,i41/amd,NiO/CoMn2O4,NiO/CoMn2O4,26.22,26.22,26.22,sphere,Ni1O1,Co1Mn2O4,Mn-Co-NiO-based heterostructured nanocrystals,,1313-99-1,7722-64-7,,,,1,,,0.154184,Bruker D8,26.22,NiO/CoMn2O4,,5,-25,25,1.72,2215.15,0.83,PPMS,-473.62,0.167,1,10,0.01,0.1,,10.1063/9.0000583,thermal decomposition,198,,,,,,,,
343,cubic,p4332,0,Fe2O3,γ-Fe2O3,12.2,12.2,12.2,sphere,Fe2O3,0,iron oxide,ferric oxide,1309-37-1,0,TEM,50,,,,,0.154056,,,Fe2O3,,300,-80,80,65.82,919.2,,VSM,50,0,,0,0,0,,10.3390/ijms23158279,synthesized each by the co-precipitation of 10.4 g of FeSO4·7H2O and 12 g of FeCl3 in alkaline medium with different functionalizing agent concentrations,,,,,,,,,
344,cubic,p4332,0,Fe2O3,γ-Fe2O3,10,10,10,sphere,Fe2O3,0,iron oxide,ferric oxide,1309-37-1,0,TEM,50,,,,,0.154056,,,,,300,-80,80,66.72,821.583,,VSM,50,0,,0,0,0,,10.3390/ijms23158279,synthesized each by the co-precipitation of 10.4 g of FeSO4·7H2O and 12 g of FeCl3 in alkaline medium with different functionalizing agent concentrations,,,,,,,,,
345,cubic,p4332,0,Fe2O3,γ-Fe2O3,8.8,8.8,8.8,"sphere, needle-like",Fe2O3,0,iron oxide,ferric oxide,1309-37-1,0,TEM,50,,,,,0.154056,,,,,300,-80,80,51.22,681.9,,VSM,50,0,,0,0,0,,10.3390/ijms23158279,synthesized each by the co-precipitation of 10.4 g of FeSO4·7H2O and 12 g of FeCl3 in alkaline medium with different functionalizing agent concentrations,,,,,,,,,
346,cubic,p4332,0,Fe2O3,γ-Fe2O3,11.1,11.1,11.1,sphere,Fe2O3,0,iron oxide,ferric oxide,1309-37-1,0,TEM,50,,,,,0.154056,,,,,300,-80,80,54.42,620.483,,VSM,50,0,,0,0,0,,10.3390/ijms23158279,synthesized each by the co-precipitation of 10.4 g of FeSO4·7H2O and 12 g of FeCl3 in alkaline medium with different functionalizing agent concentrations,,,,,,,,,
347,cubic,p4332,0,Fe2O3,γ-Fe2O3,13.8,13.8,13.8,"sphere, needle-like",Fe2O3,0,iron oxide,ferric oxide,1309-37-1,0,TEM,50,,,,,0.154056,,,,,300,-80,80,58.91,751.664,,VSM,50,0,,0,0,0,,10.3390/ijms23158279,synthesized each by the co-precipitation of 10.4 g of FeSO4·7H2O and 12 g of FeCl3 in alkaline medium with different functionalizing agent concentrations,,,,,,,,,
348,cubic,p4332,0,Fe2O3,γ-Fe2O3,11.7,11.7,11.7,sphere,Fe2O3,0,iron oxide,ferric oxide,1309-37-1,0,TEM,50,,,,,0.154056,,,,,300,-80,80,45.92,771.36,,VSM,50,0,,0,0,0,,10.3390/ijms23158279,synthesized each by the co-precipitation of 10.4 g of FeSO4·7H2O and 12 g of FeCl3 in alkaline medium with different functionalizing agent concentrations,,,,,,,,,
349,cubic,p4332,0,Fe2O3,γ-Fe2O3,12.2,12.2,12.2,sphere,Fe2O3,0,iron oxide,ferric oxide,1309-37-1,0,TEM,10,,,,,,,,,,5,-80,80,73.32,1026.1,16.77,VSM,0,,,1000,1,10,70,10.3390/ijms23158279,synthesized each by the co-precipitation of 10.4 g of FeSO4·7H2O and 12 g of FeCl3 in alkaline medium with different functionalizing agent concentrations,,,,,,,,,
